file,page,total_pages,province,constituency,district,sub_district,station_range,vote_type,form_type,ocr_vote_type,ocr_constituency,ocr_station_no,ocr_village_no,ocr_sub_district,ocr_district,registered_voters,turnout,ballots_received,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,total_votes,candidates_count,candidates_json
เขตเลือกตั้งที่ 1\อำเภอเมืองชัยภูมิ\โนนสำราญ-001-แบ่งเขต.PDF,1,22,ชัยภูมิ,1,เมืองชัยภูมิ,โนนสำราญ,001,แบ่งเขต,สส.5/18,แบ่งเขต,,,,วง,ขต,4,4,221,222,223,23,,380,10,"[{""number"": 1, ""name"": ""นางสาวนัฏฐิกา โล่ห์วีระ"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 2, ""name"": ""นายโอษฐ์ เกียรติก้องชูชัย"", ""party"": ""เพื่อไทย"", ""votes"": 242}, {""number"": 2, ""name"": ""นายอาวุธ ปะเมโท"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 2, ""name"": ""นายดิเรก ผาสุขมูล"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายวรพล พรมเมืองเก่า"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 4, ""name"": ""นางสาวเกวลิน ชัยวัฒนกุลวานิช"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นายเกษมศักดิ์ อัครเพศ"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 7, ""name"": ""นายวรวุฒิ จอดนอก"", ""party"": null, ""votes"": null}, {""number"": 10, ""name"": ""นายวันชัย ลือมงคล"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 12, ""name"": ""นายอนุชา เจริญรักษ์"", ""party"": ""ก้าวอิสระ"", ""votes"": null}]"
เขตเลือกตั้งที่ 1\อำเภอเมืองชัยภูมิ\โนนสำราญ-001-แบ่งเขต.PDF,2,22,ชัยภูมิ,1,เมืองชัยภูมิ,โนนสำราญ,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.บ้านเจียง-แบ่งเขต-หน่วยที่ 1-11.pdf,1,22,ชัยภูมิ,4,ภักดีชุมพล,บ้านเจียง,1-11,แบ่งเขต,สส.5/18,แบ่งเขต,4,1,,บ้านเชียง,กรมพล,330,330,221,,223,23,,306,7,"[{""number"": 1, ""name"": ""นายสิทธิพล"", ""party"": ""ภูธรณ์"", ""votes"": null}, {""number"": 2, ""name"": ""นางสาวน้ำฝน หอมชาลี"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": ""กล้าธรรม"", ""votes"": 47}, {""number"": 4, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวสุชาดา ซาง แทนทรัพย์"", ""party"": ""ภูมิใจไทย"", ""votes"": 182}, {""number"": 6, ""name"": ""นายชาติชาย อาจสนาม"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 7, ""name"": ""นางสาวนงค์คราญ ฤชาญ"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}]"
เขตเลือกตั้งที่ 4\อำเภอภักดีชุมพล\แบ่งเขต\ต.บ้านเจียง-แบ่งเขต-หน่วยที่ 1-11.pdf,2,22,ชัยภูมิ,4,ภักดีชุมพล,บ้านเจียง,1-11,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_17-แบ่งเขต-นอกเขต.pdf,1,2,ชัยภูมิ,7,,,,แบ่งเขต,สส.5/17,แบ่งเขต,2,,,,,,,,22,,3,,949,9,"[{""number"": 1, ""name"": ""นายกิตพร เศรษฐกิด"", ""party"": null, ""votes"": null}, {""number"": 2, ""name"": ""นายชานนท์ ทอสกล"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายอัครแสนคีรี โร"", ""party"": ""สังกัด"", ""votes"": null}, {""number"": 4, ""name"": ""นางสาวเนตรย์ วัฒนชัยศาสตร์ พลังปะทะ"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายจอมจักรา งานวัด เพื่อไทย"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายพลากร นอก"", ""party"": null, ""votes"": null}, {""number"": 7, ""name"": ""นายธีรวุฒิ พงศ์จันทร์"", ""party"": null, ""votes"": null}, {""number"": 8, ""name"": ""นายอดิเรก ดวงวันนี้"", ""party"": null, ""votes"": null}, {""number"": 9, ""name"": ""นางสุชามนต์ เครือเคท"", ""party"": null, ""votes"": 1}]"
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_17-แบ่งเขต-นอกเขต.pdf,2,2,ชัยภูมิ,7,,,,แบ่งเขต,สส.5/17,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_17-บัญชีรายชื่อ-นอกเขต.pdf,1,4,ชัยภูมิ,7,,,,บัญชีรายชื่อ,สส.5/17,บัญชีรายชื่อ,2,,,,,,,,22,618,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_17-บัญชีรายชื่อ-นอกเขต.pdf,2,4,ชัยภูมิ,7,,,,บัญชีรายชื่อ,สส.5/17,บัญชีรายชื่อ,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_17-บัญชีรายชื่อ-นอกเขต.pdf,3,4,ชัยภูมิ,7,,,,บัญชีรายชื่อ,สส.5/17,บัญชีรายชื่อ,,,,,,,,,,,,,618,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_16-แบ่งเขต-นอกเขต.pdf,1,2,ชัยภูมิ,7,,,,แบ่งเขต,สส.5/16,แบ่งเขต,,,,,,,,,22,23,2,,4977,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_16-แบ่งเขต-นอกเขต.pdf,2,2,ชัยภูมิ,7,,,,แบ่งเขต,สส.5/16,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_16-บัญชีรายชื่อ-นอกเขต.pdf,1,4,ชัยภูมิ,7,,,,บัญชีรายชื่อ,สส.5/16,บัญชีรายชื่อ,1,,,,,,,,22,23,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_16-บัญชีรายชื่อ-นอกเขต.pdf,2,4,ชัยภูมิ,7,,,,บัญชีรายชื่อ,สส.5/16,บัญชีรายชื่อ,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\07-แบบ ส.ส.5_16-บัญชีรายชื่อ-นอกเขต.pdf,3,4,ชัยภูมิ,7,,,,บัญชีรายชื่อ,สส.5/16,บัญชีรายชื่อ,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\02-แบบ ส.ส.5_16-แบ่งเขต-นอกเขต.pdf,1,2,ชัยภูมิ,2,,,,แบ่งเขต,สส.5/16,แบ่งเขต,2,,,,,,,,22,23,18,,18,2,"[{""number"": 1, ""name"": ""นายปรารัฐต"", ""party"": ""โลงสามวา ภักดิ์"", ""votes"": null}, {""number"": 6, ""name"": ""นายทัศน์)"", ""party"": ""ยาง"", ""votes"": 215}]"
เขตเลือกตั้งที่ 2\02-แบบ ส.ส.5_16-แบ่งเขต-นอกเขต.pdf,2,2,ชัยภูมิ,2,,,,แบ่งเขต,สส.5/16,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\02-แบบ ส.ส.5_16-บัญชีรายชื่อ-นอกเขต.pdf,1,4,ชัยภูมิ,2,,,,บัญชีรายชื่อ,สส.5/16,บัญชีรายชื่อ,2,,,,,,,,22,0,,,,0,[]
เขตเลือกตั้งที่ 2\02-แบบ ส.ส.5_16-บัญชีรายชื่อ-นอกเขต.pdf,2,4,ชัยภูมิ,2,,,,บัญชีรายชื่อ,สส.5/16,บัญชีรายชื่อ,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\02-แบบ ส.ส.5_16-บัญชีรายชื่อ-นอกเขต.pdf,3,4,ชัยภูมิ,2,,,,บัญชีรายชื่อ,สส.5/16,บัญชีรายชื่อ,,,,,,,,,,,,,16,0,[]
เขตเลือกตั้งที่ 4\04-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,1,14,ชัยภูมิ,4,,,,แบ่งเขต,สส.5/17,แบ่งเขต,4,,,,,,,,22,23,552,,552,7,"[{""number"": 1, ""name"": ""นายสิทธิพล ภากรณ์"", ""party"": null, ""votes"": null}, {""number"": 2, ""name"": ""นางสาวน้ำฝน หอมชา ประชาธิปัตย์"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายณรงค์ฤทธิ์ มอบสันเทียะ รวมไทยสาวชาติ"", ""party"": ""วงสาวสุชาตา ชาวแทนทรัพย์ ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นางสาวกาญจนา จังหวะ"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นางสาวนงค์คราม ฤาชาญ ประชาธิปไตยไทย"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายวรฉัตร พงศธรเดอร์ เพื่อไทย"", ""party"": null, ""votes"": null}, {""number"": 7, ""name"": ""นายชาติชาย อาจสนาม เศรษฐกิจ"", ""party"": ""กล้าธรรม"", ""votes"": null}]"
เขตเลือกตั้งที่ 4\04-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,2,14,ชัยภูมิ,4,,,,แบ่งเขต,สส.5/17,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 4\04-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,3,14,ชัยภูมิ,4,,,,แบ่งเขต,สส.5/17,แบ่งเขต,4,,,,,,,,22,23,555,,650,1,"[{""number"": 2, ""name"": ""นาย ก พล"", ""party"": ""ปาชาชน"", ""votes"": 325}]"
เขตเลือกตั้งที่ 3\อำเภอบเหน็จณรงค์\โคกเริงรมย์-001-แบ่งเขต.PDF,1,24,ชัยภูมิ,3,บเหน็จณรงค์,โคกเริงรมย์,001,แบ่งเขต,สส.5/18,แบ่งเขต,,1,4,โคกโรมม,มาเจร,54,15,221,222,223,23,205,121297,5,"[{""number"": 1, ""name"": ""นายสัมฤทธิ์ แทนทรัพย์"", ""party"": ""สังกัด"", ""votes"": 190}, {""number"": 2, ""name"": ""นายกฤษณ์ คุณรัตนศิริ"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นางสาวพิศมัย สร้อยสุวรรณ"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายวีระ ถนอมธรรม"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายสนั่น พัชรเดชโสภณ"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}]"
เขตเลือกตั้งที่ 3\อำเภอบเหน็จณรงค์\โคกเริงรมย์-001-แบ่งเขต.PDF,2,24,ชัยภูมิ,3,บเหน็จณรงค์,โคกเริงรมย์,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
